sweep,sweepTime,elevAngle,value,radialAng,surfaceRan,heightRel,heightASL,latitude,longitude
0,2003-03-27T05:47:11Z,0.48339844,8.0,101.16211,37998.555,414.23672,616.3191,41.5374,-87.6379
0,2003-03-27T05:47:11Z,0.48339844,3.0,101.16211,38998.516,427.66702,629.74945,41.5356,-87.6262
0,2003-03-27T05:47:11Z,0.48339844,10.0,101.16211,39998.477,441.22705,643.30945,41.5338,-87.6144
0,2003-03-27T05:47:11Z,0.48339844,8.0,101.16211,40998.44,454.91678,656.9992,41.5320,-87.6027
0,2003-03-27T05:47:11Z,0.48339844,4.5,101.16211,41998.402,468.73624,670.8186,41.5302,-87.5909
0,2003-03-27T05:47:11Z,0.48339844,8.0,101.16211,42998.363,482.6854,684.76776,41.5284,-87.5792
0,2003-03-27T05:47:11Z,0.48339844,5.5,101.16211,43998.324,496.76425,698.8467,41.5266,-87.5674
0,2003-03-27T05:47:11Z,0.48339844,4.0,101.16211,44998.29,510.97284,713.05524,41.5248,-87.5557
0,2003-03-27T05:47:11Z,0.48339844,8.5,102.17285,29998.86,311.46378,513.54614,41.5470,-87.7332
0,2003-03-27T05:47:11Z,0.48339844,0.0,102.17285,30998.82,323.8564,525.9388,41.5450,-87.7215
0,2003-03-27T05:47:11Z,0.48339844,2.5,102.17285,31998.783,336.37875,538.4611,41.5431,-87.7098
0,2003-03-27T05:47:11Z,0.48339844,5.5,102.17285,32998.746,349.0308,551.1132,41.5411,-87.6981
0,2003-03-27T05:47:11Z,0.48339844,10.5,102.17285,33998.707,361.81256,563.89496,41.5392,-87.6864
0,2003-03-27T05:47:11Z,0.48339844,4.5,102.17285,34998.668,374.72403,576.80646,41.5373,-87.6747
0,2003-03-27T05:47:11Z,0.48339844,7.0,102.17285,35998.63,387.76523,589.8476,41.5353,-87.6630
0,2003-03-27T05:47:11Z,0.48339844,7.0,102.17285,36998.594,400.9361,603.0185,41.5334,-87.6513
0,2003-03-27T05:47:11Z,0.48339844,7.0,102.17285,37998.555,414.23672,616.3191,41.5314,-87.6396
0,2003-03-27T05:47:11Z,0.48339844,0.5,102.17285,38998.516,427.66702,629.74945,41.5295,-87.6279
0,2003-03-27T05:47:11Z,0.48339844,2.5,102.17285,39998.477,441.22705,643.30945,41.5276,-87.6162
0,2003-03-27T05:47:11Z,0.48339844,8.0,102.17285,40998.44,454.91678,656.9992,41.5256,-87.6045
